2021-08-01 oscian Removed Submit.js File 
2021-08-01 oscian Merged All Diagrams to Folio. Resolved Missing JS file for search page 
2021-08-01 oscian  Folio Diagrams Merge Pt1 
2021-07-31 oscian Moved script linking 
2021-07-31 oscian Submission Page Bugfixes 
2021-07-28 oscian Coded Validation for Submission Page 
2021-07-26 oscian Update README.md 
2021-07-26 oscian Documentation Merged With GitHub 
2021-07-15 oscian Local storage of subject object array 
2021-07-14 oscian Replaced searchbar with simpler version, Fixed an issue where arrays would be called from differing js scripts due to same names, css adjustments to search page, added button to reset search 
2021-07-14 oscian Adjustment To CSS for larger screens 
2021-06-17 oscian Built Submission page 
2021-06-16 oscian Adjusted background image and css styling for home page 
2021-06-16 oscian Added subject units to localstorage variables, fixed typos, added validation for subject selections, compiled purecss locally 
2021-06-10 oscian added cases to switch statement 
2021-06-08 oscian Binary Search function completed and working. CSS centering for search page fixed. Div hide/show function error corrected. 
2021-06-07 oscian Switch statement fixed, search function debugging begun 
2021-06-03 Thym0lphthalein Subject Selection setup 
2021-06-03 oscian Switch statement for term simplification function 
2021-06-02 oscian Significant development to binary search. Implemented div hiding and search algorithm. Search term simplification WIP 
2021-06-02 oscian Transferred commit logging process to out of repository 
2021-05-31 oscian adjustment to commit log batch file 
2021-05-31 oscian Commit logging bat file test 
2021-05-20 oscian Binary Search function planning 
2021-05-19 oscian Search Function array Setup 
2021-05-17 oscian Search JS setup 
2021-05-16 Thym0lphthalein Subject names and header 
2021-05-14 oscian Formatted Search Page 
2021-05-13 Thym0lphthalein Submission page css 
2021-04-30 oscian Search page setup 
2021-04-30 oscian Added additional HTML pages 
2021-04-29 oscian HTML homepage setup 
2021-04-27 oscian PureCSS Experimentation 
2021-04-26 oscian Merge branch 'main' of https://github.com/oscian44/Major-Project-2021_Subject-Selection into main 
2021-04-26 oscian Pure CSS Setup 
2021-04-26 oscian Update readme with section from proposal 
2021-04-26 oscian Licensing for Pure CSS Layouts 
2021-04-22 Thym0lphthalein Update index.html 
2021-04-22 Thym0lphthalein Update index.html 
2021-04-19 oscian Initial File Setup 
2021-04-19 oscian Initial commit 
